Zip Code,Date,Total Doses - Daily,Total Doses - Cumulative,1st Dose - Daily,1st Dose - Cumulative,1st Dose - Percent Population,Vaccine Series Completed - Daily,Vaccine Series Completed - Cumulative,Vaccine Series Completed  - Percent Population,Population,ZIP Code Location,Row_ID
60623,01/22/2021,188,1778,182,1524,0.019,6,254,0.003,81283,POINT (-87.717446 41.850321),60623-20210122
Unknown,01/22/2021,39,630,37,545,0,2,85,0,0,,Unknown-20210122
60655,01/28/2021,270,3265,232,2629,0.092,38,636,0.022,28569,POINT (-87.701434 41.696456),60655-20210128
60602,05/03/2021,18,1750,2,1034,0.903,17,763,0.666,1145,POINT (-87.628309 41.883136),60602-20210503
60612,01/19/2021,132,2181,48,1568,0.046,84,613,0.018,33735,POINT (-87.687011 41.88004),60612-20210119
60614,01/02/2021,55,1893,55,1893,0.026,0,0,0,71954,POINT (-87.652064 41.922605),60614-20210102
60641,01/25/2021,200,3246,162,2574,0.037,38,672,0.01,69880,POINT (-87.746791 41.946682),60641-20210125
60655,01/29/2021,220,3485,187,2816,0.099,33,669,0.023,28569,POINT (-87.701434 41.696456),60655-20210129
60652,01/02/2021,12,406,12,406,0.009,0,0,0,43447,POINT (-87.714238 41.745398),60652-20210102
60655,01/30/2021,250,3735,132,2948,0.103,118,787,0.028,28569,POINT (-87.701434 41.696456),60655-20210130
60655,01/31/2021,50,3785,47,2995,0.105,3,790,0.028,28569,POINT (-87.701434 41.696456),60655-20210131
60630,12/21/2020,100,329,100,329,0.006,0,0,0,56433,POINT (-87.759611 41.971261),60630-20201221
60661,01/23/2021,24,1327,18,882,0.085,6,445,0.043,10354,POINT (-87.644283 41.882786),60661-20210123
Unknown,12/26/2020,4,48,4,48,0,0,0,0,0,,Unknown-20201226
60606,12/23/2020,6,88,6,88,0.027,0,0,0,3287,POINT (-87.63676 41.882634),60606-20201223
Unknown,03/29/2021,47,3590,38,2277,0,12,1463,0,0,,Unknown-20210329
60601,04/12/2021,202,10368,119,7060,0.468,104,3699,0.245,15083,POINT (-87.622844 41.886262),60601-20210412
60655,02/19/2021,265,7714,120,5547,0.194,145,2168,0.076,28569,POINT (-87.701434 41.696456),60655-20210219
60613,01/15/2021,116,3293,100,2493,0.049,16,800,0.016,50761,POINT (-87.661343 41.953742),60613-20210115
60601,02/12/2021,134,2893,40,2009,0.133,94,884,0.059,15083,POINT (-87.622844 41.886262),60601-20210212
60641,01/10/2021,20,1398,11,1173,0.017,9,225,0.003,69880,POINT (-87.746791 41.946682),60641-20210110
60621,02/04/2021,81,1281,69,1043,0.037,12,238,0.008,28018,POINT (-87.638812 41.776931),60621-20210204
Unknown,02/20/2021,24,1818,8,1150,0,16,668,0,0,,Unknown-20210220
Unknown,01/08/2021,11,154,6,147,0,5,7,0,0,,Unknown-20210108
60620,12/28/2020,24,165,24,165,0.002,0,0,0,67711,POINT (-87.651656 41.740873),60620-20201228
60666,03/25/2021,11,82,11,63,0,11,58,0,0,POINT (-87.896371 41.979511),60666-20210325
60646,01/07/2021,76,733,35,684,0.024,41,49,0.002,28569,POINT (-87.761826 41.993931),60646-20210107
60655,02/20/2021,192,7906,53,5600,0.196,139,2307,0.081,28569,POINT (-87.701434 41.696456),60655-20210220
60634,12/20/2020,17,231,17,231,0.003,0,0,0,75082,POINT (-87.797373 41.944967),60634-20201220
60602,04/28/2021,13,1690,2,1019,0.89,11,713,0.623,1145,POINT (-87.628309 41.883136),60602-20210428
60608,03/20/2021,895,33716,721,24726,0.309,190,9178,0.115,80059,POINT (-87.670366 41.849879),60608-20210320
60609,02/03/2021,300,3251,187,2641,0.043,113,610,0.01,60939,POINT (-87.653382 41.812017),60609-20210203
60609,03/05/2021,400,10212,236,7045,0.116,166,3169,0.052,60939,POINT (-87.653382 41.812017),60609-20210305
60646,03/11/2021,603,11976,282,7576,0.265,345,4524,0.158,28569,POINT (-87.761826 41.993931),60646-20210311
60661,12/22/2020,42,318,42,318,0.031,0,0,0,10354,POINT (-87.644283 41.882786),60661-20201222
60620,01/08/2021,85,638,57,575,0.008,28,63,0.001,67711,POINT (-87.651656 41.740873),60620-20210108
60655,03/16/2021,247,12805,157,7633,0.267,98,5245,0.184,28569,POINT (-87.701434 41.696456),60655-20210316
60655,03/18/2021,223,13273,135,7929,0.278,91,5422,0.19,28569,POINT (-87.701434 41.696456),60655-20210318
60637,01/08/2021,87,1081,35,953,0.02,52,128,0.003,47300,POINT (-87.604053 41.780991),60637-20210108
60633,01/17/2021,0,145,0,119,0.009,0,26,0.002,12689,POINT (-87.556037 41.653147),60633-20210117
60624,01/07/2021,26,222,15,209,0.006,11,13,0,34892,POINT (-87.722735 41.879417),60624-20210107
60655,03/19/2021,260,13533,142,8071,0.283,119,5541,0.194,28569,POINT (-87.701434 41.696456),60655-20210319
60642,01/03/2021,7,724,7,724,0.037,0,0,0,19716,POINT (-87.657821 41.899935),60642-20210103
60651,12/27/2020,0,114,0,114,0.002,0,0,0,63492,POINT (-87.741017 41.901964),60651-20201227
60602,02/10/2021,15,410,10,315,0.275,5,95,0.083,1145,POINT (-87.628309 41.883136),60602-20210210
60655,03/20/2021,136,13669,101,8172,0.286,59,5600,0.196,28569,POINT (-87.701434 41.696456),60655-20210320
60611,01/02/2021,35,2163,35,2163,0.065,0,0,0,33224,POINT (-87.620291 41.894734),60611-20210102
60608,04/04/2021,1018,47072,377,33238,0.415,649,14252,0.178,80059,POINT (-87.670366 41.849879),60608-20210404
60621,03/08/2021,165,3753,135,2685,0.096,34,1078,0.038,28018,POINT (-87.638812 41.776931),60621-20210308
60602,04/06/2021,19,1231,15,790,0.69,5,467,0.408,1145,POINT (-87.628309 41.883136),60602-20210406
60622,04/20/2021,920,45465,335,29431,0.552,586,17529,0.329,53294,POINT (-87.681818 41.902762),60622-20210420
60622,04/30/2021,712,52763,155,31676,0.594,563,22611,0.424,53294,POINT (-87.681818 41.902762),60622-20210430
60605,02/06/2021,120,6590,78,4473,0.154,42,2117,0.073,29060,POINT (-87.623449 41.867824),60605-20210206
60601,01/11/2021,71,806,14,590,0.039,57,216,0.014,15083,POINT (-87.622844 41.886262),60601-20210111
60610,03/30/2021,713,22092,585,14591,0.36,139,7776,0.192,40548,POINT (-87.63581 41.90455),60610-20210330
60601,02/24/2021,88,3681,43,2380,0.158,45,1301,0.086,15083,POINT (-87.622844 41.886262),60601-20210224
60611,01/17/2021,43,5351,10,3665,0.11,33,1686,0.051,33224,POINT (-87.620291 41.894734),60611-20210117
60655,04/07/2021,237,17478,133,10706,0.375,163,7138,0.25,28569,POINT (-87.701434 41.696456),60655-20210407
60613,01/06/2021,86,1595,66,1560,0.031,20,35,0.001,50761,POINT (-87.661343 41.953742),60613-20210106
60655,04/08/2021,272,17750,167,10873,0.381,160,7298,0.255,28569,POINT (-87.701434 41.696456),60655-20210408
60621,01/03/2021,1,203,1,203,0.007,0,0,0,28018,POINT (-87.638812 41.776931),60621-20210103
60620,01/18/2021,40,982,32,835,0.012,8,147,0.002,67711,POINT (-87.651656 41.740873),60620-20210118
60707,12/17/2020,1,2,1,2,0,0,0,0,43093,POINT (-87.808283 41.921777),60707-20201217
60666,03/11/2021,2,42,1,27,0,1,20,0,0,POINT (-87.896371 41.979511),60666-20210311
60655,04/09/2021,265,18015,156,11029,0.386,156,7454,0.261,28569,POINT (-87.701434 41.696456),60655-20210409
60601,12/27/2020,0,321,0,321,0.021,0,0,0,15083,POINT (-87.622844 41.886262),60601-20201227
60655,04/10/2021,186,18201,122,11151,0.39,127,7581,0.265,28569,POINT (-87.701434 41.696456),60655-20210410
60612,03/15/2021,211,10335,156,6492,0.192,75,3922,0.116,33735,POINT (-87.687011 41.88004),60612-20210315
60614,04/12/2021,948,50942,457,34389,0.478,577,18402,0.256,71954,POINT (-87.652064 41.922605),60614-20210412
60827,12/23/2020,0,6,0,6,0,0,0,0,28483,POINT (-87.633087 41.650765),60827-20201223
60633,12/16/2020,0,0,0,0,0,0,0,0,12689,POINT (-87.556037 41.653147),60633-20201216
60646,02/17/2021,206,6480,119,5040,0.176,87,1440,0.05,28569,POINT (-87.761826 41.993931),60646-20210217
60646,03/07/2021,64,10415,35,6811,0.238,30,3625,0.127,28569,POINT (-87.761826 41.993931),60646-20210307
60655,04/23/2021,180,21347,86,12442,0.436,94,9520,0.333,28569,POINT (-87.701434 41.696456),60655-20210423
60655,04/24/2021,344,21691,299,12741,0.446,45,9565,0.335,28569,POINT (-87.701434 41.696456),60655-20210424
60661,01/06/2021,31,579,19,560,0.054,12,19,0.002,10354,POINT (-87.644283 41.882786),60661-20210106
60607,02/07/2021,19,6692,10,4546,0.155,9,2146,0.073,29293,POINT (-87.652727 41.876104),60607-20210207
60612,02/05/2021,223,4577,161,3284,0.097,62,1293,0.038,33735,POINT (-87.687011 41.88004),60612-20210205
60655,04/25/2021,54,21745,45,12786,0.448,9,9574,0.335,28569,POINT (-87.701434 41.696456),60655-20210425
60655,04/26/2021,139,21884,44,12830,0.449,96,9670,0.338,28569,POINT (-87.701434 41.696456),60655-20210426
60655,04/27/2021,127,22011,28,12858,0.45,101,9771,0.342,28569,POINT (-87.701434 41.696456),60655-20210427
60630,12/26/2020,10,439,10,439,0.008,0,0,0,56433,POINT (-87.759611 41.971261),60630-20201226
60655,04/28/2021,116,22127,42,12900,0.452,81,9852,0.345,28569,POINT (-87.701434 41.696456),60655-20210428
60655,04/29/2021,133,22260,36,12936,0.453,104,9956,0.348,28569,POINT (-87.701434 41.696456),60655-20210429
60616,12/30/2020,99,896,99,896,0.017,0,0,0,54197,POINT (-87.629531 41.844869),60616-20201230
60622,01/15/2021,125,4441,116,3129,0.059,9,1312,0.025,53294,POINT (-87.681818 41.902762),60622-20210115
60637,01/19/2021,211,2104,181,1604,0.034,30,500,0.011,47300,POINT (-87.604053 41.780991),60637-20210119
60637,01/25/2021,188,3122,141,2397,0.051,47,725,0.015,47300,POINT (-87.604053 41.780991),60637-20210125
60640,01/16/2021,80,4183,68,3436,0.05,12,747,0.011,69363,POINT (-87.662232 41.971888),60640-20210116
60646,01/20/2021,122,1621,89,1239,0.043,33,382,0.013,28569,POINT (-87.761826 41.993931),60646-20210120
60827,01/07/2021,3,16,3,16,0.001,0,0,0,28483,POINT (-87.633087 41.650765),60827-20210107
60652,01/12/2021,55,729,31,620,0.014,24,109,0.003,43447,POINT (-87.714238 41.745398),60652-20210112
60655,04/30/2021,114,22374,36,12972,0.454,90,10046,0.352,28569,POINT (-87.701434 41.696456),60655-20210430
60601,02/07/2021,19,2404,16,1769,0.117,3,635,0.042,15083,POINT (-87.622844 41.886262),60601-20210207
60637,12/28/2020,15,369,15,369,0.008,0,0,0,47300,POINT (-87.604053 41.780991),60637-20201228
60601,05/08/2021,107,15350,32,9174,0.608,80,6662,0.442,15083,POINT (-87.622844 41.886262),60601-20210508
60606,02/05/2021,31,630,23,461,0.14,8,169,0.051,3287,POINT (-87.63676 41.882634),60606-20210205
60605,01/07/2021,225,2134,59,1876,0.065,166,258,0.009,29060,POINT (-87.623449 41.867824),60605-20210107
60626,01/04/2021,71,887,70,885,0.018,1,2,0,50544,POINT (-87.669834 42.009469),60626-20210104
60630,01/17/2021,20,2016,12,1581,0.028,8,435,0.008,56433,POINT (-87.759611 41.971261),60630-20210117
60630,02/08/2021,215,6262,175,4916,0.087,40,1346,0.024,56433,POINT (-87.759611 41.971261),60630-20210208
60666,02/07/2021,0,12,0,12,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210207
60639,01/23/2021,64,2148,52,1812,0.021,12,336,0.004,88204,POINT (-87.75531 41.920609),60639-20210123
60643,01/12/2021,85,1158,44,892,0.018,41,266,0.005,48887,POINT (-87.662381 41.700445),60643-20210112
60641,12/24/2020,19,429,19,429,0.006,0,0,0,69880,POINT (-87.746791 41.946682),60641-20201224
60655,05/03/2021,122,22603,33,13040,0.456,97,10220,0.358,28569,POINT (-87.701434 41.696456),60655-20210503
60666,01/01/2021,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210101
60655,05/04/2021,94,22697,25,13065,0.457,74,10294,0.36,28569,POINT (-87.701434 41.696456),60655-20210504
60655,05/05/2021,141,22838,57,13122,0.459,95,10389,0.364,28569,POINT (-87.701434 41.696456),60655-20210505
60605,04/19/2021,380,25216,99,16029,0.552,281,9900,0.341,29060,POINT (-87.623449 41.867824),60605-20210419
60608,01/13/2021,163,2225,89,1722,0.022,74,503,0.006,80059,POINT (-87.670366 41.849879),60608-20210113
60608,03/03/2021,573,17453,253,11705,0.146,320,5750,0.072,80059,POINT (-87.670366 41.849879),60608-20210303
60609,02/16/2021,146,5826,101,4623,0.076,45,1203,0.02,60939,POINT (-87.653382 41.812017),60609-20210216
60612,01/02/2021,9,857,9,857,0.025,0,0,0,33735,POINT (-87.687011 41.88004),60612-20210102
60656,01/25/2021,72,1248,58,955,0.034,14,293,0.01,28218,POINT (-87.817934 41.974566),60656-20210125
60656,01/26/2021,64,1312,47,1002,0.036,17,310,0.011,28218,POINT (-87.817934 41.974566),60656-20210126
60621,02/15/2021,85,1853,44,1454,0.052,41,399,0.014,28018,POINT (-87.638812 41.776931),60621-20210215
Unknown,02/25/2021,47,2000,16,1224,0,31,776,0,0,,Unknown-20210225
60622,01/20/2021,259,5105,142,3508,0.066,117,1597,0.03,53294,POINT (-87.681818 41.902762),60622-20210120
60649,01/18/2021,58,1100,47,971,0.021,11,129,0.003,46633,POINT (-87.571522 41.762202),60649-20210118
60651,01/16/2021,26,766,23,661,0.01,3,105,0.002,63492,POINT (-87.741017 41.901964),60651-20210116
60666,04/21/2021,0,138,0,113,0,0,110,0,0,POINT (-87.896371 41.979511),60666-20210421
60653,01/22/2021,111,1354,104,1107,0.033,7,247,0.007,33154,POINT (-87.611244 41.819261),60653-20210122
60632,12/18/2020,22,38,22,38,0,0,0,0,89857,POINT (-87.711251 41.810038),60632-20201218
60633,12/31/2020,3,50,3,50,0.004,0,0,0,12689,POINT (-87.556037 41.653147),60633-20201231
60666,02/21/2021,0,23,0,20,0,0,3,0,0,POINT (-87.896371 41.979511),60666-20210221
60638,12/18/2020,77,99,77,99,0.002,0,0,0,58669,POINT (-87.771902 41.787032),60638-20201218
60660,12/28/2020,37,380,37,380,0.009,0,0,0,44498,POINT (-87.666362 41.991062),60660-20201228
60610,12/24/2020,22,643,22,643,0.016,0,0,0,40548,POINT (-87.63581 41.90455),60610-20201224
60656,01/27/2021,122,1434,102,1104,0.039,20,330,0.012,28218,POINT (-87.817934 41.974566),60656-20210127
60656,01/28/2021,121,1555,106,1210,0.043,15,345,0.012,28218,POINT (-87.817934 41.974566),60656-20210128
60601,02/02/2021,61,2036,38,1475,0.098,23,561,0.037,15083,POINT (-87.622844 41.886262),60601-20210202
60602,03/14/2021,9,837,7,506,0.442,6,339,0.296,1145,POINT (-87.628309 41.883136),60602-20210314
60608,02/14/2021,42,10543,28,8137,0.102,14,2406,0.03,80059,POINT (-87.670366 41.849879),60608-20210214
60608,02/16/2021,213,11004,152,8496,0.106,61,2508,0.031,80059,POINT (-87.670366 41.849879),60608-20210216
60614,05/08/2021,300,71427,68,41620,0.578,253,31836,0.442,71954,POINT (-87.652064 41.922605),60614-20210508
60617,03/15/2021,392,18977,218,12681,0.152,188,6432,0.077,83553,POINT (-87.556897 41.721257),60617-20210315
60617,03/30/2021,557,26279,376,17519,0.21,186,9143,0.109,83553,POINT (-87.556897 41.721257),60617-20210330
60619,02/13/2021,240,6479,168,5125,0.084,72,1354,0.022,61207,POINT (-87.60569 41.744737),60619-20210213
60666,04/06/2021,3,124,3,104,0,2,97,0,0,POINT (-87.896371 41.979511),60666-20210406
60656,02/09/2021,163,2842,130,2269,0.08,33,573,0.02,28218,POINT (-87.817934 41.974566),60656-20210209
60639,01/06/2021,69,639,63,629,0.007,6,10,0,88204,POINT (-87.75531 41.920609),60639-20210106
60656,02/10/2021,156,2998,127,2396,0.085,29,602,0.021,28218,POINT (-87.817934 41.974566),60656-20210210
60656,02/11/2021,186,3184,145,2541,0.09,41,643,0.023,28218,POINT (-87.817934 41.974566),60656-20210211
60656,02/12/2021,170,3354,138,2679,0.095,32,675,0.024,28218,POINT (-87.817934 41.974566),60656-20210212
60626,01/09/2021,68,1478,34,1317,0.026,34,161,0.003,50544,POINT (-87.669834 42.009469),60626-20210109
60649,01/05/2021,39,384,37,380,0.008,2,4,0,46633,POINT (-87.571522 41.762202),60649-20210105
60649,01/07/2021,39,447,21,424,0.009,18,23,0,46633,POINT (-87.571522 41.762202),60649-20210107
60640,12/25/2020,0,747,0,747,0.011,0,0,0,69363,POINT (-87.662232 41.971888),60640-20201225
60628,12/25/2020,0,120,0,120,0.002,0,0,0,64254,POINT (-87.621537 41.694192),60628-20201225
60613,12/16/2020,6,6,6,6,0,0,0,0,50761,POINT (-87.661343 41.953742),60613-20201216
60636,12/18/2020,5,8,5,8,0,0,0,0,30024,POINT (-87.668597 41.77599),60636-20201218
60605,04/10/2021,351,22080,229,14466,0.498,190,8244,0.284,29060,POINT (-87.623449 41.867824),60605-20210410
60657,12/29/2020,179,1785,179,1785,0.025,0,0,0,70958,POINT (-87.658216 41.939715),60657-20201229
60612,01/05/2021,52,1005,50,1003,0.03,2,2,0,33735,POINT (-87.687011 41.88004),60612-20210105
60656,02/24/2021,173,4821,85,3496,0.124,88,1325,0.047,28218,POINT (-87.817934 41.974566),60656-20210224
60656,02/25/2021,189,5010,90,3586,0.127,99,1424,0.05,28218,POINT (-87.817934 41.974566),60656-20210225
60607,01/21/2021,222,4064,161,2750,0.094,61,1314,0.045,29293,POINT (-87.652727 41.876104),60607-20210121
60656,02/26/2021,219,5229,118,3704,0.131,101,1525,0.054,28218,POINT (-87.817934 41.974566),60656-20210226
60624,01/19/2021,31,484,18,415,0.012,13,69,0.002,34892,POINT (-87.722735 41.879417),60624-20210119
60602,01/18/2021,7,134,5,102,0.089,2,32,0.028,1145,POINT (-87.628309 41.883136),60602-20210118
60642,12/17/2020,49,51,49,51,0.003,0,0,0,19716,POINT (-87.657821 41.899935),60642-20201217
60625,01/24/2021,65,4553,58,3596,0.045,7,957,0.012,79444,POINT (-87.701816 41.971155),60625-20210124
60636,01/20/2021,29,328,20,279,0.009,9,49,0.002,30024,POINT (-87.668597 41.77599),60636-20210120
60646,02/04/2021,268,3881,223,3133,0.11,45,748,0.026,28569,POINT (-87.761826 41.993931),60646-20210204
60631,12/25/2020,0,340,0,340,0.012,0,0,0,29529,POINT (-87.813371 41.995019),60631-20201225
60638,12/28/2020,32,371,32,371,0.006,0,0,0,58669,POINT (-87.771902 41.787032),60638-20201228
60653,12/21/2020,29,95,29,95,0.003,0,0,0,33154,POINT (-87.611244 41.819261),60653-20201221
60646,12/28/2020,20,337,20,337,0.012,0,0,0,28569,POINT (-87.761826 41.993931),60646-20201228
60622,12/19/2020,244,692,244,692,0.013,0,0,0,53294,POINT (-87.681818 41.902762),60622-20201219
60707,12/23/2020,13,66,13,66,0.002,0,0,0,43093,POINT (-87.808283 41.921777),60707-20201223
60656,02/27/2021,136,5365,69,3773,0.134,67,1592,0.056,28218,POINT (-87.817934 41.974566),60656-20210227
60656,02/28/2021,49,5414,25,3798,0.135,24,1616,0.057,28218,POINT (-87.817934 41.974566),60656-20210228
60606,01/13/2021,9,262,4,176,0.054,5,86,0.026,3287,POINT (-87.63676 41.882634),60606-20210113
60607,03/22/2021,292,14264,251,9026,0.308,42,5379,0.184,29293,POINT (-87.652727 41.876104),60607-20210322
60605,03/09/2021,203,11607,81,6942,0.239,133,4713,0.162,29060,POINT (-87.623449 41.867824),60605-20210309
60616,04/08/2021,698,29642,398,19310,0.356,365,10980,0.203,54197,POINT (-87.629531 41.844869),60616-20210408
60609,02/01/2021,116,2791,99,2331,0.038,17,460,0.008,60939,POINT (-87.653382 41.812017),60609-20210201
60601,03/11/2021,146,5020,95,3064,0.203,53,1975,0.131,15083,POINT (-87.622844 41.886262),60601-20210311
60610,01/17/2021,22,2408,16,1736,0.043,6,672,0.017,40548,POINT (-87.63581 41.90455),60610-20210117
60656,03/16/2021,244,8515,163,5509,0.195,92,3277,0.116,28218,POINT (-87.817934 41.974566),60656-20210316
60656,03/17/2021,259,8774,163,5672,0.201,103,3380,0.12,28218,POINT (-87.817934 41.974566),60656-20210317
60612,02/11/2021,246,5317,117,3731,0.111,129,1586,0.047,33735,POINT (-87.687011 41.88004),60612-20210211
60617,12/21/2020,35,119,35,119,0.001,0,0,0,83553,POINT (-87.556897 41.721257),60617-20201221
60632,01/07/2021,58,655,38,627,0.007,20,28,0,89857,POINT (-87.711251 41.810038),60632-20210107
60666,05/08/2021,0,142,0,117,0,0,110,0,0,POINT (-87.896371 41.979511),60666-20210508
60656,03/18/2021,232,9006,139,5811,0.206,99,3479,0.123,28218,POINT (-87.817934 41.974566),60656-20210318
60656,03/19/2021,221,9227,126,5937,0.21,106,3585,0.127,28218,POINT (-87.817934 41.974566),60656-20210319
60666,02/22/2021,0,23,0,20,0,0,3,0,0,POINT (-87.896371 41.979511),60666-20210222
60666,12/27/2020,0,0,0,0,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20201227
60625,12/19/2020,98,297,98,297,0.004,0,0,0,79444,POINT (-87.701816 41.971155),60625-20201219
60602,12/27/2020,0,30,0,30,0.026,0,0,0,1145,POINT (-87.628309 41.883136),60602-20201227
60644,01/05/2021,234,574,234,572,0.012,0,2,0,46591,POINT (-87.756863 41.881113),60644-20210105
60618,12/26/2020,27,937,27,937,0.01,0,0,0,94907,POINT (-87.703343 41.946699),60618-20201226
60616,03/31/2021,555,25280,389,16633,0.307,176,9003,0.166,54197,POINT (-87.629531 41.844869),60616-20210331
60616,05/05/2021,407,43490,116,26189,0.483,302,18637,0.344,54197,POINT (-87.629531 41.844869),60616-20210505
60619,02/28/2021,97,9924,61,6818,0.111,36,3106,0.051,61207,POINT (-87.60569 41.744737),60619-20210228
60605,12/31/2020,47,1551,47,1551,0.053,0,0,0,29060,POINT (-87.623449 41.867824),60605-20201231
60623,04/12/2021,864,43850,296,27764,0.342,602,16900,0.208,81283,POINT (-87.717446 41.850321),60623-20210412
60707,01/24/2021,4,601,3,496,0.012,1,105,0.002,43093,POINT (-87.808283 41.921777),60707-20210124
60609,01/02/2021,6,350,6,350,0.006,0,0,0,60939,POINT (-87.653382 41.812017),60609-20210102
60631,02/27/2021,229,9564,102,6491,0.22,127,3073,0.104,29529,POINT (-87.813371 41.995019),60631-20210227
60656,04/03/2021,205,12453,135,8126,0.288,90,4795,0.17,28218,POINT (-87.817934 41.974566),60656-20210403
60618,01/06/2021,136,1984,117,1946,0.021,19,38,0,94907,POINT (-87.703343 41.946699),60618-20210106
60626,12/18/2020,81,105,81,105,0.002,0,0,0,50544,POINT (-87.669834 42.009469),60626-20201218
60656,04/04/2021,57,12510,32,8158,0.289,31,4826,0.171,28218,POINT (-87.817934 41.974566),60656-20210404
60619,01/17/2021,7,982,3,867,0.014,4,115,0.002,61207,POINT (-87.60569 41.744737),60619-20210117
60647,12/25/2020,0,959,0,959,0.011,0,0,0,87633,POINT (-87.701101 41.921058),60647-20201225
60617,12/24/2020,10,203,10,203,0.002,0,0,0,83553,POINT (-87.556897 41.721257),60617-20201224
60622,12/29/2020,159,1594,159,1594,0.03,0,0,0,53294,POINT (-87.681818 41.902762),60622-20201229
60644,01/16/2021,21,985,18,908,0.019,3,77,0.002,46591,POINT (-87.756863 41.881113),60644-20210116
60644,01/18/2021,18,1031,10,945,0.02,8,86,0.002,46591,POINT (-87.756863 41.881113),60644-20210118
60602,01/24/2021,2,207,2,165,0.144,0,42,0.037,1145,POINT (-87.628309 41.883136),60602-20210124
60609,01/17/2021,12,1096,6,910,0.015,6,186,0.003,60939,POINT (-87.653382 41.812017),60609-20210117
60707,01/13/2021,24,278,12,222,0.005,12,56,0.001,43093,POINT (-87.808283 41.921777),60707-20210113
60666,01/28/2021,2,6,2,6,0,0,0,0,0,POINT (-87.896371 41.979511),60666-20210128
60607,01/02/2021,28,1447,28,1447,0.049,0,0,0,29293,POINT (-87.652727 41.876104),60607-20210102
60656,04/05/2021,248,12758,139,8297,0.294,132,4958,0.176,28218,POINT (-87.817934 41.974566),60656-20210405
60656,04/06/2021,298,13056,199,8496,0.301,127,5085,0.18,28218,POINT (-87.817934 41.974566),60656-20210406
60623,01/01/2021,2,425,2,425,0.005,0,0,0,81283,POINT (-87.717446 41.850321),60623-20210101
60601,04/07/2021,275,9263,189,6309,0.418,115,3208,0.213,15083,POINT (-87.622844 41.886262),60601-20210407
60602,04/21/2021,26,1566,15,980,0.856,11,628,0.548,1145,POINT (-87.628309 41.883136),60602-20210421
60652,01/17/2021,6,926,5,773,0.018,1,153,0.004,43447,POINT (-87.714238 41.745398),60652-20210117
60602,01/09/2021,4,83,0,69,0.06,4,14,0.012,1145,POINT (-87.628309 41.883136),60602-20210109
60656,01/01/2021,3,306,3,306,0.011,0,0,0,28218,POINT (-87.817934 41.974566),60656-20210101
60661,12/18/2020,89,137,89,137,0.013,0,0,0,10354,POINT (-87.644283 41.882786),60661-20201218
60656,01/06/2021,24,413,18,407,0.014,6,6,0,28218,POINT (-87.817934 41.974566),60656-20210106
60605,03/18/2021,293,13674,240,8335,0.287,57,5444,0.187,29060,POINT (-87.623449 41.867824),60605-20210318
60616,01/08/2021,176,1646,43,1376,0.025,133,270,0.005,54197,POINT (-87.629531 41.844869),60616-20210108
60656,04/14/2021,331,15236,167,9702,0.344,164,6238,0.221,28218,POINT (-87.817934 41.974566),60656-20210414
60618,01/23/2021,160,5386,138,4023,0.042,22,1363,0.014,94907,POINT (-87.703343 41.946699),60618-20210123
60651,01/01/2021,1,247,1,247,0.004,0,0,0,63492,POINT (-87.741017 41.901964),60651-20210101
60602,02/25/2021,24,622,5,390,0.341,19,232,0.203,1145,POINT (-87.628309 41.883136),60602-20210225
60656,04/15/2021,270,15506,128,9830,0.348,142,6380,0.226,28218,POINT (-87.817934 41.974566),60656-20210415
60652,12/26/2020,2,158,2,158,0.004,0,0,0,43447,POINT (-87.714238 41.745398),60652-20201226
60656,04/16/2021,234,15740,116,9946,0.352,118,6498,0.23,28218,POINT (-87.817934 41.974566),60656-20210416
60623,12/19/2020,13,53,13,53,0.001,0,0,0,81283,POINT (-87.717446 41.850321),60623-20201219
60616,12/24/2020,34,636,34,636,0.012,0,0,0,54197,POINT (-87.629531 41.844869),60616-20201224
60606,02/02/2021,14,554,11,400,0.122,3,154,0.047,3287,POINT (-87.63676 41.882634),60606-20210202
60607,04/23/2021,471,27180,186,16772,0.573,285,11123,0.38,29293,POINT (-87.652727 41.876104),60607-20210423
60645,12/20/2020,11,149,11,149,0.003,0,0,0,47270,POINT (-87.695049 42.008927),60645-20201220
60608,03/13/2021,1041,24362,872,16528,0.206,179,7926,0.099,80059,POINT (-87.670366 41.849879),60608-20210313
60653,01/05/2021,27,449,25,447,0.013,2,2,0,33154,POINT (-87.611244 41.819261),60653-20210105
60656,05/06/2021,152,19589,62,11521,0.408,95,8810,0.312,28218,POINT (-87.817934 41.974566),60656-20210506
Unknown,01/26/2021,46,714,32,609,0,14,105,0,0,,Unknown-20210126
60611,03/29/2021,393,24303,332,14778,0.445,73,9730,0.293,33224,POINT (-87.620291 41.894734),60611-20210329
60613,01/26/2021,393,5228,248,3907,0.077,145,1321,0.026,50761,POINT (-87.661343 41.953742),60613-20210126
60621,01/31/2021,0,1071,0,869,0.031,0,202,0.007,28018,POINT (-87.638812 41.776931),60621-20210131
60656,05/07/2021,175,19764,75,11596,0.411,105,8915,0.316,28218,POINT (-87.817934 41.974566),60656-20210507
60656,05/08/2021,143,19907,64,11660,0.413,88,9003,0.319,28218,POINT (-87.817934 41.974566),60656-20210508
